2018/6/21 3:18 UPDATE

DATE,TIME,é¿ê—(ñúkW)
2018/5/15,14:00,701
2018/5/15,15:00,703
2018/5/15,16:00,705
2018/5/15,17:00,683
2018/5/15,18:00,675
2018/5/15,19:00,671
2018/5/15,20:00,640
2018/5/15,21:00,612
2018/5/15,22:00,584
2018/5/15,23:00,562
2018/5/16,0:00,551
2018/5/16,1:00,541
2018/5/16,2:00,574
2018/5/16,3:00,608
2018/5/16,4:00,623
2018/5/16,5:00,602
2018/5/16,6:00,584
2018/5/16,7:00,589
2018/5/16,8:00,635
2018/5/16,9:00,663
2018/5/16,10:00,671
2018/5/16,11:00,689
2018/5/16,12:00,649
2018/5/16,13:00,690
2018/5/16,14:00,691
2018/5/16,15:00,702
2018/5/16,16:00,700
2018/5/16,17:00,676
2018/5/16,18:00,675
2018/5/16,19:00,667
2018/5/16,20:00,642
2018/5/16,21:00,616
2018/5/16,22:00,593
2018/5/16,23:00,566
2018/5/17,0:00,545
2018/5/17,1:00,544
2018/5/17,2:00,569
2018/5/17,3:00,618
2018/5/17,4:00,626
2018/5/17,5:00,585
2018/5/17,6:00,585
2018/5/17,7:00,608
2018/5/17,8:00,666
2018/5/17,9:00,710
2018/5/17,10:00,721
2018/5/17,11:00,720
2018/5/17,12:00,679
2018/5/17,13:00,747
2018/5/17,14:00,752
2018/5/17,15:00,749
2018/5/17,16:00,758
2018/5/17,17:00,739
2018/5/17,18:00,721
2018/5/17,19:00,713
2018/5/17,20:00,679
2018/5/17,21:00,638
2018/5/17,22:00,618
2018/5/17,23:00,589
2018/5/18,0:00,572
2018/5/18,1:00,560
2018/5/18,2:00,588
2018/5/18,3:00,625
2018/5/18,4:00,626
2018/5/18,5:00,599
2018/5/18,6:00,591
2018/5/18,7:00,607
2018/5/18,8:00,669
2018/5/18,9:00,719
2018/5/18,10:00,744
2018/5/18,11:00,772
2018/5/18,12:00,717
2018/5/18,13:00,764
2018/5/18,14:00,761
2018/5/18,15:00,744
2018/5/18,16:00,750
2018/5/18,17:00,734
2018/5/18,18:00,712
2018/5/18,19:00,679
2018/5/18,20:00,647
2018/5/18,21:00,625
2018/5/18,22:00,598
2018/5/18,23:00,576
2018/5/19,0:00,556
2018/5/19,1:00,541
2018/5/19,2:00,560
2018/5/19,3:00,605
2018/5/19,4:00,611
2018/5/19,5:00,575
2018/5/19,6:00,547
2018/5/19,7:00,550
2018/5/19,8:00,574
2018/5/19,9:00,585
2018/5/19,10:00,579
2018/5/19,11:00,584
2018/5/19,12:00,563
2018/5/19,13:00,574
2018/5/19,14:00,574
2018/5/19,15:00,573
2018/5/19,16:00,573
2018/5/19,17:00,571
2018/5/19,18:00,592
2018/5/19,19:00,615
2018/5/19,20:00,592
2018/5/19,21:00,568
2018/5/19,22:00,537
2018/5/19,23:00,514
2018/5/20,0:00,499
2018/5/20,1:00,496
2018/5/20,2:00,531
2018/5/20,3:00,575
2018/5/20,4:00,584
2018/5/20,5:00,565
2018/5/20,6:00,520
2018/5/20,7:00,489
2018/5/20,8:00,479
2018/5/20,9:00,478
2018/5/20,10:00,480
2018/5/20,11:00,484
2018/5/20,12:00,488
2018/5/20,13:00,497
2018/5/20,14:00,492
2018/5/20,15:00,497
2018/5/20,16:00,517
2018/5/20,17:00,538
2018/5/20,18:00,575
2018/5/20,19:00,599
2018/5/20,20:00,583
2018/5/20,21:00,555
2018/5/20,22:00,530
2018/5/20,23:00,505
2018/5/21,0:00,488
2018/5/21,1:00,487
2018/5/21,2:00,526
2018/5/21,3:00,565
2018/5/21,4:00,580
2018/5/21,5:00,551
2018/5/21,6:00,542
2018/5/21,7:00,541
2018/5/21,8:00,578
2018/5/21,9:00,617
2018/5/21,10:00,636
2018/5/21,11:00,650
2018/5/21,12:00,615
2018/5/21,13:00,654
2018/5/21,14:00,667
2018/5/21,15:00,666
2018/5/21,16:00,680
2018/5/21,17:00,662
2018/5/21,18:00,653
2018/5/21,19:00,651
2018/5/21,20:00,626
2018/5/21,21:00,593
2018/5/21,22:00,583
2018/5/21,23:00,557
2018/5/22,0:00,539
2018/5/22,1:00,537
2018/5/22,2:00,566
2018/5/22,3:00,609
2018/5/22,4:00,627
2018/5/22,5:00,606
2018/5/22,6:00,586
2018/5/22,7:00,580
2018/5/22,8:00,612
2018/5/22,9:00,640
2018/5/22,10:00,649
2018/5/22,11:00,665
2018/5/22,12:00,630
2018/5/22,13:00,680
2018/5/22,14:00,679
2018/5/22,15:00,687
2018/5/22,16:00,698
2018/5/22,17:00,670
2018/5/22,18:00,671
2018/5/22,19:00,671
2018/5/22,20:00,642
2018/5/22,21:00,606
2018/5/22,22:00,589
2018/5/22,23:00,567
2018/5/23,0:00,550
2018/5/23,1:00,545
2018/5/23,2:00,579
2018/5/23,3:00,629
2018/5/23,4:00,643
2018/5/23,5:00,625
2018/5/23,6:00,618
2018/5/23,7:00,634
2018/5/23,8:00,685
2018/5/23,9:00,712
2018/5/23,10:00,709
2018/5/23,11:00,707
2018/5/23,12:00,653
2018/5/23,13:00,695
2018/5/23,14:00,702
2018/5/23,15:00,701
2018/5/23,16:00,710
2018/5/23,17:00,689
2018/5/23,18:00,691
2018/5/23,19:00,668
2018/5/23,20:00,633
2018/5/23,21:00,620
2018/5/23,22:00,596
2018/5/23,23:00,576
2018/5/24,0:00,556
2018/5/24,1:00,550
2018/5/24,2:00,580
2018/5/24,3:00,628
2018/5/24,4:00,643
2018/5/24,5:00,608
2018/5/24,6:00,596
2018/5/24,7:00,570
2018/5/24,8:00,609
2018/5/24,9:00,640
2018/5/24,10:00,648
2018/5/24,11:00,657
2018/5/24,12:00,619
2018/5/24,13:00,667
2018/5/24,14:00,677
2018/5/24,15:00,678
2018/5/24,16:00,682
2018/5/24,17:00,670
2018/5/24,18:00,664
2018/5/24,19:00,662
2018/5/24,20:00,642
2018/5/24,21:00,617
2018/5/24,22:00,587
2018/5/24,23:00,574
2018/5/25,0:00,567
2018/5/25,1:00,557
2018/5/25,2:00,583
2018/5/25,3:00,631
2018/5/25,4:00,648
2018/5/25,5:00,621
2018/5/25,6:00,600
2018/5/25,7:00,591
2018/5/25,8:00,635
2018/5/25,9:00,670
2018/5/25,10:00,683
2018/5/25,11:00,693
2018/5/25,12:00,659
2018/5/25,13:00,716
2018/5/25,14:00,723
2018/5/25,15:00,722
2018/5/25,16:00,728
2018/5/25,17:00,693
2018/5/25,18:00,682
2018/5/25,19:00,681
2018/5/25,20:00,649
2018/5/25,21:00,621
2018/5/25,22:00,611
2018/5/25,23:00,586
2018/5/26,0:00,566
2018/5/26,1:00,552
2018/5/26,2:00,576
2018/5/26,3:00,623
2018/5/26,4:00,624
2018/5/26,5:00,594
2018/5/26,6:00,579
2018/5/26,7:00,575
2018/5/26,8:00,600
2018/5/26,9:00,616
2018/5/26,10:00,617
2018/5/26,11:00,607
2018/5/26,12:00,590
2018/5/26,13:00,596
2018/5/26,14:00,599
2018/5/26,15:00,597
2018/5/26,16:00,610
2018/5/26,17:00,610
2018/5/26,18:00,616
2018/5/26,19:00,627
2018/5/26,20:00,612
2018/5/26,21:00,585
2018/5/26,22:00,559
2018/5/26,23:00,533
2018/5/27,0:00,517
2018/5/27,1:00,505
2018/5/27,2:00,523
2018/5/27,3:00,574
2018/5/27,4:00,585
2018/5/27,5:00,551
2018/5/27,6:00,511
2018/5/27,7:00,498
2018/5/27,8:00,499
2018/5/27,9:00,517
2018/5/27,10:00,537
2018/5/27,11:00,548
2018/5/27,12:00,565
2018/5/27,13:00,575
2018/5/27,14:00,555
2018/5/27,15:00,569
2018/5/27,16:00,588
2018/5/27,17:00,593
2018/5/27,18:00,612
2018/5/27,19:00,626
2018/5/27,20:00,610
2018/5/27,21:00,583
2018/5/27,22:00,558
2018/5/27,23:00,530
2018/5/28,0:00,511
2018/5/28,1:00,506
2018/5/28,2:00,549
2018/5/28,3:00,592
2018/5/28,4:00,599
2018/5/28,5:00,586
2018/5/28,6:00,587
2018/5/28,7:00,602
2018/5/28,8:00,647
2018/5/28,9:00,677
2018/5/28,10:00,681
2018/5/28,11:00,692
2018/5/28,12:00,667
2018/5/28,13:00,692
2018/5/28,14:00,714
2018/5/28,15:00,700
2018/5/28,16:00,698
2018/5/28,17:00,685
2018/5/28,18:00,677
2018/5/28,19:00,672
2018/5/28,20:00,644
2018/5/28,21:00,619
2018/5/28,22:00,611
2018/5/28,23:00,585
2018/5/29,0:00,568
2018/5/29,1:00,557
2018/5/29,2:00,585
2018/5/29,3:00,635
2018/5/29,4:00,644
2018/5/29,5:00,627
2018/5/29,6:00,615
2018/5/29,7:00,624
2018/5/29,8:00,664
2018/5/29,9:00,715
2018/5/29,10:00,718
2018/5/29,11:00,722
2018/5/29,12:00,676
2018/5/29,13:00,705
2018/5/29,14:00,702
2018/5/29,15:00,703
2018/5/29,16:00,706
2018/5/29,17:00,686
2018/5/29,18:00,687
2018/5/29,19:00,684
2018/5/29,20:00,653
2018/5/29,21:00,623
2018/5/29,22:00,610
2018/5/29,23:00,588
2018/5/30,0:00,565
2018/5/30,1:00,558
2018/5/30,2:00,591
2018/5/30,3:00,637
2018/5/30,4:00,649
2018/5/30,5:00,630
2018/5/30,6:00,609
2018/5/30,7:00,626
2018/5/30,8:00,677
2018/5/30,9:00,718
2018/5/30,10:00,715
2018/5/30,11:00,726
2018/5/30,12:00,665
2018/5/30,13:00,710
2018/5/30,14:00,716
2018/5/30,15:00,715
2018/5/30,16:00,715
2018/5/30,17:00,689
2018/5/30,18:00,687
2018/5/30,19:00,676
2018/5/30,20:00,652
2018/5/30,21:00,624
2018/5/30,22:00,596
2018/5/30,23:00,575
2018/5/31,0:00,547
2018/5/31,1:00,538
2018/5/31,2:00,563
2018/5/31,3:00,615
2018/5/31,4:00,618
2018/5/31,5:00,603
2018/5/31,6:00,599
2018/5/31,7:00,628
2018/5/31,8:00,695
2018/5/31,9:00,730
2018/5/31,10:00,723
2018/5/31,11:00,707
2018/5/31,12:00,661
2018/5/31,13:00,705
2018/5/31,14:00,713
2018/5/31,15:00,694
2018/5/31,16:00,682
2018/5/31,17:00,662
2018/5/31,18:00,663
2018/5/31,19:00,662
2018/5/31,20:00,633
2018/5/31,21:00,611
2018/5/31,22:00,595
2018/5/31,23:00,576
2018/6/1,0:00,551
2018/6/1,1:00,543
2018/6/1,2:00,566
2018/6/1,3:00,612
2018/6/1,4:00,628
2018/6/1,5:00,607
2018/6/1,6:00,578
2018/6/1,7:00,568
2018/6/1,8:00,607
2018/6/1,9:00,657
2018/6/1,10:00,668
2018/6/1,11:00,682
2018/6/1,12:00,645
2018/6/1,13:00,692
2018/6/1,14:00,699
2018/6/1,15:00,709
2018/6/1,16:00,708
2018/6/1,17:00,689
2018/6/1,18:00,667
2018/6/1,19:00,664
2018/6/1,20:00,636
2018/6/1,21:00,607
2018/6/1,22:00,592
2018/6/1,23:00,569
2018/6/2,0:00,548
2018/6/2,1:00,540
2018/6/2,2:00,572
2018/6/2,3:00,616
2018/6/2,4:00,628
2018/6/2,5:00,603
2018/6/2,6:00,570
2018/6/2,7:00,557
2018/6/2,8:00,590
2018/6/2,9:00,621
2018/6/2,10:00,631
2018/6/2,11:00,647
2018/6/2,12:00,633
2018/6/2,13:00,644
2018/6/2,14:00,654
2018/6/2,15:00,649
2018/6/2,16:00,661
2018/6/2,17:00,651
2018/6/2,18:00,645
2018/6/2,19:00,642
2018/6/2,20:00,623
2018/6/2,21:00,590
2018/6/2,22:00,557
2018/6/2,23:00,531
2018/6/3,0:00,505
2018/6/3,1:00,499
2018/6/3,2:00,536
2018/6/3,3:00,588
2018/6/3,4:00,595
2018/6/3,5:00,558
2018/6/3,6:00,531
2018/6/3,7:00,509
2018/6/3,8:00,516
2018/6/3,9:00,543
2018/6/3,10:00,552
2018/6/3,11:00,578
2018/6/3,12:00,577
2018/6/3,13:00,587
2018/6/3,14:00,584
2018/6/3,15:00,588
2018/6/3,16:00,598
2018/6/3,17:00,600
2018/6/3,18:00,620
2018/6/3,19:00,637
2018/6/3,20:00,625
2018/6/3,21:00,589
2018/6/3,22:00,552
2018/6/3,23:00,536
2018/6/4,0:00,517
2018/6/4,1:00,505
2018/6/4,2:00,534
2018/6/4,3:00,583
2018/6/4,4:00,590
2018/6/4,5:00,575
2018/6/4,6:00,562
2018/6/4,7:00,579
2018/6/4,8:00,633
2018/6/4,9:00,692
2018/6/4,10:00,711
2018/6/4,11:00,731
2018/6/4,12:00,688
2018/6/4,13:00,742
2018/6/4,14:00,738
2018/6/4,15:00,753
2018/6/4,16:00,748
2018/6/4,17:00,714
2018/6/4,18:00,696
2018/6/4,19:00,697
2018/6/4,20:00,664
2018/6/4,21:00,631
2018/6/4,22:00,620
2018/6/4,23:00,598
2018/6/5,0:00,565
2018/6/5,1:00,552
2018/6/5,2:00,579
2018/6/5,3:00,630
2018/6/5,4:00,642
2018/6/5,5:00,619
2018/6/5,6:00,598
2018/6/5,7:00,626
2018/6/5,8:00,681
2018/6/5,9:00,727
2018/6/5,10:00,733
2018/6/5,11:00,742
2018/6/5,12:00,687
2018/6/5,13:00,738
2018/6/5,14:00,742
2018/6/5,15:00,733
2018/6/5,16:00,738
2018/6/5,17:00,721
2018/6/5,18:00,713
2018/6/5,19:00,689
2018/6/5,20:00,654
2018/6/5,21:00,627
2018/6/5,22:00,609
2018/6/5,23:00,585
2018/6/6,0:00,575
2018/6/6,1:00,559
2018/6/6,2:00,588
2018/6/6,3:00,634
2018/6/6,4:00,643
2018/6/6,5:00,628
2018/6/6,6:00,624
2018/6/6,7:00,641
2018/6/6,8:00,689
2018/6/6,9:00,741
2018/6/6,10:00,742
2018/6/6,11:00,739
2018/6/6,12:00,686
2018/6/6,13:00,727
2018/6/6,14:00,719
2018/6/6,15:00,706
2018/6/6,16:00,710
2018/6/6,17:00,700
2018/6/6,18:00,691
2018/6/6,19:00,679
2018/6/6,20:00,651
2018/6/6,21:00,632
2018/6/6,22:00,622
2018/6/6,23:00,599
2018/6/7,0:00,581
2018/6/7,1:00,568
2018/6/7,2:00,590
2018/6/7,3:00,633
2018/6/7,4:00,650
2018/6/7,5:00,616
2018/6/7,6:00,587
2018/6/7,7:00,603
2018/6/7,8:00,671
2018/6/7,9:00,719
2018/6/7,10:00,731
2018/6/7,11:00,737
2018/6/7,12:00,701
2018/6/7,13:00,751
2018/6/7,14:00,758
2018/6/7,15:00,751
2018/6/7,16:00,749
2018/6/7,17:00,711
2018/6/7,18:00,694
2018/6/7,19:00,699
2018/6/7,20:00,677
2018/6/7,21:00,643
2018/6/7,22:00,611
2018/6/7,23:00,595
2018/6/8,0:00,574
2018/6/8,1:00,551
2018/6/8,2:00,578
2018/6/8,3:00,622
2018/6/8,4:00,638
2018/6/8,5:00,621
2018/6/8,6:00,619
2018/6/8,7:00,650
2018/6/8,8:00,707
2018/6/8,9:00,759
2018/6/8,10:00,773
2018/6/8,11:00,767
2018/6/8,12:00,710
2018/6/8,13:00,748
2018/6/8,14:00,762
2018/6/8,15:00,740
2018/6/8,16:00,736
2018/6/8,17:00,709
2018/6/8,18:00,701
2018/6/8,19:00,684
2018/6/8,20:00,657
2018/6/8,21:00,639
2018/6/8,22:00,625
2018/6/8,23:00,597
2018/6/9,0:00,574
2018/6/9,1:00,564
2018/6/9,2:00,587
2018/6/9,3:00,624
2018/6/9,4:00,632
2018/6/9,5:00,601
2018/6/9,6:00,579
2018/6/9,7:00,579
2018/6/9,8:00,614
2018/6/9,9:00,646
2018/6/9,10:00,665
2018/6/9,11:00,677
2018/6/9,12:00,662
2018/6/9,13:00,672
2018/6/9,14:00,669
2018/6/9,15:00,664
2018/6/9,16:00,660
2018/6/9,17:00,672
2018/6/9,18:00,656
2018/6/9,19:00,671
2018/6/9,20:00,657
2018/6/9,21:00,623
2018/6/9,22:00,584
2018/6/9,23:00,557
2018/6/10,0:00,537
2018/6/10,1:00,521
2018/6/10,2:00,544
2018/6/10,3:00,592
2018/6/10,4:00,598
2018/6/10,5:00,577
2018/6/10,6:00,545
2018/6/10,7:00,552
2018/6/10,8:00,560
2018/6/10,9:00,578
2018/6/10,10:00,592
2018/6/10,11:00,599
2018/6/10,12:00,576
2018/6/10,13:00,591
2018/6/10,14:00,589
2018/6/10,15:00,590
2018/6/10,16:00,587
2018/6/10,17:00,613
2018/6/10,18:00,628
2018/6/10,19:00,633
2018/6/10,20:00,616
2018/6/10,21:00,590
2018/6/10,22:00,559
2018/6/10,23:00,540
2018/6/11,0:00,521
2018/6/11,1:00,508
2018/6/11,2:00,539
2018/6/11,3:00,577
2018/6/11,4:00,605
2018/6/11,5:00,589
2018/6/11,6:00,588
2018/6/11,7:00,622
2018/6/11,8:00,687
2018/6/11,9:00,739
2018/6/11,10:00,739
2018/6/11,11:00,746
2018/6/11,12:00,696
2018/6/11,13:00,733
2018/6/11,14:00,737
2018/6/11,15:00,724
2018/6/11,16:00,714
2018/6/11,17:00,695
2018/6/11,18:00,703
2018/6/11,19:00,686
2018/6/11,20:00,653
2018/6/11,21:00,634
2018/6/11,22:00,607
2018/6/11,23:00,583
2018/6/12,0:00,563
2018/6/12,1:00,564
2018/6/12,2:00,582
2018/6/12,3:00,625
2018/6/12,4:00,657
2018/6/12,5:00,638
2018/6/12,6:00,623
2018/6/12,7:00,634
2018/6/12,8:00,700
2018/6/12,9:00,732
2018/6/12,10:00,733
2018/6/12,11:00,723
2018/6/12,12:00,686
2018/6/12,13:00,724
2018/6/12,14:00,726
2018/6/12,15:00,710
2018/6/12,16:00,713
2018/6/12,17:00,695
2018/6/12,18:00,680
2018/6/12,19:00,671
2018/6/12,20:00,647
2018/6/12,21:00,619
2018/6/12,22:00,595
2018/6/12,23:00,580
2018/6/13,0:00,552
2018/6/13,1:00,540
2018/6/13,2:00,568
2018/6/13,3:00,612
2018/6/13,4:00,630
2018/6/13,5:00,611
2018/6/13,6:00,594
2018/6/13,7:00,599
2018/6/13,8:00,640
2018/6/13,9:00,689
2018/6/13,10:00,705
2018/6/13,11:00,706
2018/6/13,12:00,670
2018/6/13,13:00,720
2018/6/13,14:00,728
2018/6/13,15:00,718
2018/6/13,16:00,718
2018/6/13,17:00,694
2018/6/13,18:00,678
2018/6/13,19:00,668
2018/6/13,20:00,650
2018/6/13,21:00,633
2018/6/13,22:00,604
2018/6/13,23:00,580
2018/6/14,0:00,557
2018/6/14,1:00,542
2018/6/14,2:00,575
2018/6/14,3:00,619
2018/6/14,4:00,626
2018/6/14,5:00,598
2018/6/14,6:00,584
2018/6/14,7:00,578
2018/6/14,8:00,640
2018/6/14,9:00,689
2018/6/14,10:00,701
2018/6/14,11:00,714
2018/6/14,12:00,667
2018/6/14,13:00,705
2018/6/14,14:00,703
2018/6/14,15:00,690
2018/6/14,16:00,688
2018/6/14,17:00,667
2018/6/14,18:00,674
2018/6/14,19:00,663
2018/6/14,20:00,638
2018/6/14,21:00,606
2018/6/14,22:00,585
2018/6/14,23:00,571
2018/6/15,0:00,551
2018/6/15,1:00,546
2018/6/15,2:00,577
2018/6/15,3:00,617
2018/6/15,4:00,637
2018/6/15,5:00,617
2018/6/15,6:00,605
2018/6/15,7:00,612
2018/6/15,8:00,677
2018/6/15,9:00,729
2018/6/15,10:00,731
2018/6/15,11:00,729
2018/6/15,12:00,694
2018/6/15,13:00,741
2018/6/15,14:00,754
2018/6/15,15:00,750
2018/6/15,16:00,739
2018/6/15,17:00,705
2018/6/15,18:00,681
2018/6/15,19:00,671
2018/6/15,20:00,649
2018/6/15,21:00,623
2018/6/15,22:00,601
2018/6/15,23:00,588
2018/6/16,0:00,563
2018/6/16,1:00,555
2018/6/16,2:00,573
2018/6/16,3:00,602
2018/6/16,4:00,612
2018/6/16,5:00,587
2018/6/16,6:00,569
2018/6/16,7:00,569
2018/6/16,8:00,599
2018/6/16,9:00,614
2018/6/16,10:00,613
2018/6/16,11:00,634
2018/6/16,12:00,623
2018/6/16,13:00,637
2018/6/16,14:00,626
2018/6/16,15:00,629
2018/6/16,16:00,633
2018/6/16,17:00,630
2018/6/16,18:00,616
2018/6/16,19:00,621
2018/6/16,20:00,605
2018/6/16,21:00,570
2018/6/16,22:00,534
2018/6/16,23:00,517
2018/6/17,0:00,493
2018/6/17,1:00,480
2018/6/17,2:00,510
2018/6/17,3:00,556
2018/6/17,4:00,569
2018/6/17,5:00,539
2018/6/17,6:00,512
2018/6/17,7:00,503
2018/6/17,8:00,519
2018/6/17,9:00,533
2018/6/17,10:00,545
2018/6/17,11:00,570
2018/6/17,12:00,574
2018/6/17,13:00,581
2018/6/17,14:00,584
2018/6/17,15:00,589
2018/6/17,16:00,596
2018/6/17,17:00,600
2018/6/17,18:00,605
2018/6/17,19:00,619
2018/6/17,20:00,614
2018/6/17,21:00,587
2018/6/17,22:00,553
2018/6/17,23:00,536
2018/6/18,0:00,510
2018/6/18,1:00,503
2018/6/18,2:00,536
2018/6/18,3:00,586
2018/6/18,4:00,594
2018/6/18,5:00,584
2018/6/18,6:00,585
2018/6/18,7:00,593
2018/6/18,8:00,657
2018/6/18,9:00,719
2018/6/18,10:00,726
2018/6/18,11:00,747
2018/6/18,12:00,710
2018/6/18,13:00,758
2018/6/18,14:00,755
2018/6/18,15:00,753
2018/6/18,16:00,753
2018/6/18,17:00,708
2018/6/18,18:00,697
2018/6/18,19:00,689
2018/6/18,20:00,666
2018/6/18,21:00,634
2018/6/18,22:00,607
2018/6/18,23:00,588
2018/6/19,0:00,561
2018/6/19,1:00,555
2018/6/19,2:00,593
2018/6/19,3:00,625
2018/6/19,4:00,629
2018/6/19,5:00,602
2018/6/19,6:00,609
2018/6/19,7:00,642
2018/6/19,8:00,718
2018/6/19,9:00,763
2018/6/19,10:00,769
2018/6/19,11:00,780
2018/6/19,12:00,716
2018/6/19,13:00,753
2018/6/19,14:00,765
2018/6/19,15:00,755
2018/6/19,16:00,749
2018/6/19,17:00,737
2018/6/19,18:00,732
2018/6/19,19:00,707
2018/6/19,20:00,678
2018/6/19,21:00,653
2018/6/19,22:00,633
2018/6/19,23:00,613
2018/6/20,0:00,573
2018/6/20,1:00,559
2018/6/20,2:00,581
2018/6/20,3:00,624
2018/6/20,4:00,632
2018/6/20,5:00,620
2018/6/20,6:00,620
2018/6/20,7:00,638
2018/6/20,8:00,696
2018/6/20,9:00,743
2018/6/20,10:00,740
2018/6/20,11:00,739
2018/6/20,12:00,694
2018/6/20,13:00,756
2018/6/20,14:00,764
2018/6/20,15:00,741
2018/6/20,16:00,727
2018/6/20,17:00,708
2018/6/20,18:00,690
2018/6/20,19:00,691
2018/6/20,20:00,661
2018/6/20,21:00,635
2018/6/20,22:00,611
2018/6/20,23:00,586
